"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSG00000167723",162.732989760062,1.5104790972136,0.29152762756001,5.18125540915559,2.20397457062034e-07,4.18292454724107e-05
"ENSG00000146094",1100.75948948124,2.13775971046897,0.412648834174731,5.18057857777387,2.21198721820206e-07,4.18292454724107e-05
"ENSG00000257242",71.0629193585435,2.72502212843543,0.527157794734755,5.1692721907044,2.35007409588553e-07,4.39087874910343e-05
"ENSG00000123485",96.6533715472801,2.59726798768663,0.502456407026797,5.16914094708342,2.35172488935031e-07,4.39087874910343e-05
"ENSG00000196584",68.8397563923789,1.65109254694962,0.319747066149728,5.16374572824529,2.42056456358639e-07,4.49098456766029e-05
"ENSG00000106948",4761.37106085356,1.49144432728835,0.289676483614669,5.14865517793392,2.62360684609193e-07,4.837275122482e-05
"ENSG00000168918",3317.48383079605,1.77529378951587,0.345376582075294,5.14016838909143,2.74492362357258e-07,5.02951844070752e-05
"ENSG00000106952",154.012107427211,2.82377071548058,0.549492573419233,5.1388696628047,2.76396019955076e-07,5.0331374004165e-05
"ENSG00000137101",771.081562234402,2.11551093677513,0.41200131364753,5.13471891156388,2.82566020922568e-07,5.11392491853727e-05
"ENSG00000237499",268.713707922569,2.23081574379638,0.435258698170661,5.12526401694491,2.97121097637101e-07,5.32255332506025e-05
"ENSG00000105369",2008.3033509777,4.11176169053577,0.80253631918906,5.12345870488527,2.99981368763855e-07,5.32255332506025e-05
"ENSG00000145287",227.128855066412,2.3137906376586,0.451660852617965,5.12284964314963,3.00952328387209e-07,5.32255332506025e-05
"ENSG00000224614",12.8033258883922,2.51842639007025,0.49168278149967,5.12205528611121,3.02223244506844e-07,5.32255332506025e-05
"ENSG00000171241",120.621637672471,2.37945312830542,0.464600834719458,5.12149989946147,3.0311490122377e-07,5.32255332506025e-05
"ENSG00000137804",271.882416500042,1.99879668677417,0.390470428827608,5.11894509598482,3.07249383658277e-07,5.34701306158486e-05
"ENSG00000171848",231.902393866013,2.74358244220998,0.536124045452864,5.1174396400976,3.09711129509718e-07,5.34701306158486e-05
"ENSG00000260655",346.060344673094,4.45065154678295,0.869727049518709,5.11729691429726,3.09945502891868e-07,5.34701306158486e-05
"ENSG00000232613",17.1376454645393,3.93735220484491,0.769694001701665,5.11547731454329,3.12948559645772e-07,5.367431691599e-05
"ENSG00000170486",75.4052389143966,3.72213098864807,0.729211814930416,5.10432073704572,3.31984801718034e-07,5.61077495443026e-05
"ENSG00000185155",28.1687683404545,3.43078162941427,0.672185330045876,5.10392220130738,3.32685087534849e-07,5.61077495443026e-05
